Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,estimated,O,"[4, 12]"
Sentence: 1,genetic,O,"[14, 20]"
Sentence: 1,correlation,O,"[22, 32]"
Sentence: 1,between,O,"[34, 40]"
Sentence: 1,drip,O,"[42, 45]"
Sentence: 1,loss,O,"[47, 50]"
Sentence: 1,and,O,"[52, 54]"
Sentence: 1,pH,O,"[56, 57]"
Sentence: 1,was,O,"[59, 61]"
Sentence: 1,much,O,"[63, 66]"
Sentence: 1,stronger,O,"[68, 75]"
Sentence: 1,in,O,"[77, 78]"
Sentence: 1,Duroc,O,"[80, 84]"
Sentence: 1,than,O,"[86, 89]"
Sentence: 1,in,O,"[91, 92]"
Sentence: 1,Landrace,O,"[94, 101]"
Sentence: 1,(,O,"[103, 103]"
Sentence: 1,-1111,O,"[104, 108]"
Sentence: 1,and,O,"[110, 112]"
Sentence: 1,-1111,O,"[114, 118]"
Sentence: 1,",",O,"[119, 119]"
Sentence: 1,respectively,O,"[121, 132]"
Sentence: 1,),O,"[133, 133]"
Sentence: 1,.,O,"[134, 134]"
