Sentence #,Text,Tag,Offset
Sentence: 1,In,O,"[0, 1]"
Sentence: 1,addition,O,"[3, 10]"
Sentence: 1,",",O,"[11, 11]"
Sentence: 1,ultimate,O,"[13, 20]"
Sentence: 1,pH,O,"[22, 23]"
Sentence: 1,levels,O,"[25, 30]"
Sentence: 1,in,O,"[32, 33]"
Sentence: 1,the,O,"[35, 37]"
Sentence: 1,glycolytic,O,"[39, 48]"
Sentence: 1,LD,O,"[50, 51]"
Sentence: 1,(,O,"[53, 53]"
Sentence: 1,loin,O,"[54, 57]"
Sentence: 1,muscle,O,"[59, 64]"
Sentence: 1,),O,"[65, 65]"
Sentence: 1,and,O,"[67, 69]"
Sentence: 1,M.,O,"[71, 72]"
Sentence: 1,gluteus,O,"[74, 80]"
Sentence: 1,medius,O,"[82, 87]"
Sentence: 1,(,O,"[89, 89]"
Sentence: 1,GM,O,"[90, 91]"
Sentence: 1,",",O,"[92, 92]"
Sentence: 1,ham,O,"[94, 96]"
Sentence: 1,muscle,O,"[98, 103]"
Sentence: 1,),O,"[104, 104]"
Sentence: 1,",",O,"[105, 105]"
Sentence: 1,and,O,"[107, 109]"
Sentence: 1,in,O,"[111, 112]"
Sentence: 1,the,O,"[114, 116]"
Sentence: 1,oxidative,O,"[118, 126]"
Sentence: 1,m.,O,"[128, 129]"
Sentence: 1,gluteus,O,"[131, 137]"
Sentence: 1,profundus,O,"[139, 147]"
Sentence: 1,(,O,"[149, 149]"
Sentence: 1,GP,O,"[150, 151]"
Sentence: 1,",",O,"[152, 152]"
Sentence: 1,ham,O,"[154, 156]"
Sentence: 1,muscle,O,"[158, 163]"
Sentence: 1,),O,"[164, 164]"
Sentence: 1,were,O,"[166, 169]"
Sentence: 1,recorded,O,"[171, 178]"
Sentence: 1,as,O,"[180, 181]"
Sentence: 1,an,O,"[183, 184]"
Sentence: 1,extended,O,"[186, 193]"
Sentence: 1,data,O,"[195, 198]"
Sentence: 1,set,O,"[200, 202]"
Sentence: 1,(,O,"[204, 204]"
Sentence: 1,n,O,"[205, 205]"
Sentence: 1,=,O,"[207, 207]"
Sentence: 1,11,O,"[209, 210]"
Sentence: 1,111,O,"[212, 214]"
Sentence: 1,and,O,"[216, 218]"
Sentence: 1,n,O,"[220, 220]"
Sentence: 1,=,O,"[222, 222]"
Sentence: 1,1111,O,"[224, 227]"
Sentence: 1,for,O,"[229, 231]"
Sentence: 1,Landrace,O,"[233, 240]"
Sentence: 1,and,O,"[242, 244]"
Sentence: 1,Duroc,O,"[246, 250]"
Sentence: 1,",",O,"[251, 251]"
Sentence: 1,respectively,O,"[253, 264]"
Sentence: 1,),O,"[265, 265]"
Sentence: 1,from,O,"[267, 270]"
Sentence: 1,1111,O,"[272, 275]"
Sentence: 1,to,O,"[277, 278]"
Sentence: 1,1111,O,"[280, 283]"
Sentence: 1,.,O,"[284, 284]"
