Sentence #,Text,Tag,Offset
Sentence: 1,Direct,O,"[0, 5]"
Sentence: 1,heritability,O,"[7, 18]"
Sentence: 1,estimates,O,"[20, 28]"
Sentence: 1,(,O,"[30, 30]"
Sentence: 1,from,O,"[31, 34]"
Sentence: 1,best,O,"[36, 39]"
Sentence: 1,model,O,"[41, 45]"
Sentence: 1,as,O,"[47, 48]"
Sentence: 1,per,O,"[50, 52]"
Sentence: 1,likelihood,O,"[54, 63]"
Sentence: 1,ratio,O,"[65, 69]"
Sentence: 1,test,O,"[71, 74]"
Sentence: 1,),O,"[75, 75]"
Sentence: 1,for,O,"[77, 79]"
Sentence: 1,weight,O,"[81, 86]"
Sentence: 1,at,O,"[88, 89]"
Sentence: 1,birth,O,"[91, 95]"
Sentence: 1,",",O,"[96, 96]"
Sentence: 1,weaning,O,"[98, 104]"
Sentence: 1,",",O,"[105, 105]"
Sentence: 1,1,O,"[107, 107]"
Sentence: 1,and,O,"[109, 111]"
Sentence: 1,11,O,"[113, 114]"
Sentence: 1,months,O,"[116, 121]"
Sentence: 1,of,O,"[123, 124]"
Sentence: 1,age,O,"[126, 128]"
Sentence: 1,",",O,"[129, 129]"
Sentence: 1,and,O,"[131, 133]"
Sentence: 1,average,O,"[135, 141]"
Sentence: 1,daily,O,"[143, 147]"
Sentence: 1,gain,O,"[149, 152]"
Sentence: 1,from,O,"[154, 157]"
Sentence: 1,birth,O,"[159, 163]"
Sentence: 1,to,O,"[165, 166]"
Sentence: 1,weaning,O,"[168, 174]"
Sentence: 1,",",O,"[175, 175]"
Sentence: 1,weaning,O,"[177, 183]"
Sentence: 1,to,O,"[185, 186]"
Sentence: 1,1,O,"[188, 188]"
Sentence: 1,months,O,"[190, 195]"
Sentence: 1,",",O,"[196, 196]"
Sentence: 1,and,O,"[198, 200]"
Sentence: 1,1,O,"[202, 202]"
Sentence: 1,to,O,"[204, 205]"
Sentence: 1,11,O,"[207, 208]"
Sentence: 1,months,O,"[210, 215]"
Sentence: 1,were,O,"[217, 220]"
Sentence: 1,1111111111111,O,"[222, 234]"
Sentence: 1,",",O,"[235, 235]"
Sentence: 1,1111111111111,O,"[237, 249]"
Sentence: 1,",",O,"[250, 250]"
Sentence: 1,1111111111111,O,"[252, 264]"
Sentence: 1,",",O,"[265, 265]"
Sentence: 1,1111111111111,O,"[267, 279]"
Sentence: 1,",",O,"[280, 280]"
Sentence: 1,1111111111111,O,"[282, 294]"
Sentence: 1,",",O,"[295, 295]"
Sentence: 1,1111,O,"[297, 300]"
Sentence: 1,and,O,"[302, 304]"
Sentence: 1,1111111111111,O,"[306, 318]"
Sentence: 1,",",O,"[319, 319]"
Sentence: 1,respectively,O,"[321, 332]"
Sentence: 1,.,O,"[333, 333]"
