Sentence #,Text,Tag,Offset
Sentence: 1,Maternal,O,"[0, 7]"
Sentence: 1,heritability,O,"[9, 20]"
Sentence: 1,for,O,"[22, 24]"
Sentence: 1,traits,O,"[26, 31]"
Sentence: 1,declined,O,"[33, 40]"
Sentence: 1,as,O,"[42, 43]"
Sentence: 1,animal,O,"[45, 50]"
Sentence: 1,grows,O,"[52, 56]"
Sentence: 1,older,O,"[58, 62]"
Sentence: 1,and,O,"[64, 66]"
Sentence: 1,it,O,"[68, 69]"
Sentence: 1,was,O,"[71, 73]"
Sentence: 1,not,O,"[75, 77]"
Sentence: 1,at,O,"[79, 80]"
Sentence: 1,all,O,"[82, 84]"
Sentence: 1,evident,O,"[86, 92]"
Sentence: 1,at,O,"[94, 95]"
Sentence: 1,adult,O,"[97, 101]"
Sentence: 1,age,O,"[103, 105]"
Sentence: 1,and,O,"[107, 109]"
Sentence: 1,for,O,"[111, 113]"
Sentence: 1,post-weaning,O,"[115, 126]"
Sentence: 1,daily,O,"[128, 132]"
Sentence: 1,gain,O,"[134, 137]"
Sentence: 1,.,O,"[138, 138]"
