Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,season,O,"[4, 9]"
Sentence: 1,effect,O,"[11, 16]"
Sentence: 1,was,O,"[18, 20]"
Sentence: 1,also,O,"[22, 25]"
Sentence: 1,a,O,"[27, 27]"
Sentence: 1,very,O,"[29, 32]"
Sentence: 1,important,O,"[34, 42]"
Sentence: 1,variation,O,"[44, 52]"
Sentence: 1,factor,O,"[54, 59]"
Sentence: 1,",",O,"[60, 60]"
Sentence: 1,closely,O,"[62, 68]"
Sentence: 1,linked,O,"[70, 75]"
Sentence: 1,to,O,"[77, 78]"
Sentence: 1,feeding,O,"[80, 86]"
Sentence: 1,.,O,"[87, 87]"
