Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,percentage,O,"[4, 13]"
Sentence: 1,of,O,"[15, 16]"
Sentence: 1,variance,O,"[18, 25]"
Sentence: 1,explained,O,"[27, 35]"
Sentence: 1,by,O,"[37, 38]"
Sentence: 1,the,O,"[40, 42]"
Sentence: 1,TD,O,"[44, 45]"
Sentence: 1,effect,O,"[47, 52]"
Sentence: 1,for,O,"[54, 56]"
Sentence: 1,conjugated,O,"[58, 67]"
Sentence: 1,linoleic,O,"[69, 76]"
Sentence: 1,acid,O,"[78, 81]"
Sentence: 1,(,O,"[83, 83]"
Sentence: 1,CLA,O,"[84, 86]"
Sentence: 1,",",O,"[87, 87]"
Sentence: 1,C18:1,O,"[89, 93]"
Sentence: 1,cis11,O,"[95, 99]"
Sentence: 1,",",O,"[100, 100]"
Sentence: 1,trans111,O,"[102, 109]"
Sentence: 1,),O,"[110, 110]"
Sentence: 1,and,O,"[112, 114]"
Sentence: 1,linolenic,O,"[116, 124]"
Sentence: 1,acid,O,"[126, 129]"
Sentence: 1,(,O,"[131, 131]"
Sentence: 1,C18:1,O,"[132, 136]"
Sentence: 1,cis11,O,"[138, 142]"
Sentence: 1,",",O,"[143, 143]"
Sentence: 1,cis111,O,"[145, 150]"
Sentence: 1,",",O,"[151, 151]"
Sentence: 1,cis111,O,"[153, 158]"
Sentence: 1,),O,"[159, 159]"
Sentence: 1,was,O,"[161, 163]"
Sentence: 1,particularly,O,"[165, 176]"
Sentence: 1,high,O,"[178, 181]"
Sentence: 1,:,O,"[182, 182]"
Sentence: 1,1111,O,"[184, 187]"
Sentence: 1,and,O,"[189, 191]"
Sentence: 1,1111,O,"[193, 196]"
Sentence: 1,%,O,"[197, 197]"
Sentence: 1,",",O,"[198, 198]"
Sentence: 1,respectively,O,"[200, 211]"
Sentence: 1,.,O,"[212, 212]"
