Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,11,O,"[4, 5]"
Sentence: 1,analyzed,O,"[7, 14]"
Sentence: 1,FA,O,"[16, 17]"
Sentence: 1,were,O,"[19, 22]"
Sentence: 1,quantified,O,"[24, 33]"
Sentence: 1,as,O,"[35, 36]"
Sentence: 1,grams,O,"[38, 42]"
Sentence: 1,per,O,"[44, 46]"
Sentence: 1,111,O,"[48, 50]"
Sentence: 1,g,O,"[52, 52]"
Sentence: 1,of,O,"[54, 55]"
Sentence: 1,total,O,"[57, 61]"
Sentence: 1,FA,O,"[63, 64]"
Sentence: 1,and,O,"[66, 68]"
Sentence: 1,were,O,"[70, 73]"
Sentence: 1,grouped,O,"[75, 81]"
Sentence: 1,as,O,"[83, 84]"
Sentence: 1,11,O,"[86, 87]"
Sentence: 1,dependent,O,"[89, 97]"
Sentence: 1,variables,O,"[99, 107]"
Sentence: 1,:,O,"[108, 108]"
Sentence: 1,11,O,"[110, 111]"
Sentence: 1,FA,O,"[113, 114]"
Sentence: 1,",",O,"[115, 115]"
Sentence: 1,1,O,"[117, 117]"
Sentence: 1,groups,O,"[119, 124]"
Sentence: 1,of,O,"[126, 127]"
Sentence: 1,FA,O,"[129, 130]"
Sentence: 1,",",O,"[131, 131]"
Sentence: 1,and,O,"[133, 135]"
Sentence: 1,1,O,"[137, 137]"
Sentence: 1,FA,O,"[139, 140]"
Sentence: 1,indexes,O,"[142, 148]"
Sentence: 1,.,O,"[149, 149]"
