Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,most,O,"[4, 7]"
Sentence: 1,significant,O,"[9, 19]"
Sentence: 1,seasonal,O,"[21, 28]"
Sentence: 1,variations,O,"[30, 39]"
Sentence: 1,were,O,"[41, 44]"
Sentence: 1,observed,O,"[46, 53]"
Sentence: 1,in,O,"[55, 56]"
Sentence: 1,polyunsaturated,O,"[58, 72]"
Sentence: 1,FA,O,"[74, 75]"
Sentence: 1,",",O,"[76, 76]"
Sentence: 1,with,O,"[78, 81]"
Sentence: 1,the,O,"[83, 85]"
Sentence: 1,highest,O,"[87, 93]"
Sentence: 1,values,O,"[95, 100]"
Sentence: 1,occurring,O,"[102, 110]"
Sentence: 1,in,O,"[112, 113]"
Sentence: 1,spring,O,"[115, 120]"
Sentence: 1,and,O,"[122, 124]"
Sentence: 1,summer,O,"[126, 131]"
Sentence: 1,and,O,"[133, 135]"
Sentence: 1,the,O,"[137, 139]"
Sentence: 1,lowest,O,"[141, 146]"
Sentence: 1,in,O,"[148, 149]"
Sentence: 1,winter,O,"[151, 156]"
Sentence: 1,.,O,"[157, 157]"
