Sentence #,Text,Tag,Offset
Sentence: 1,More,O,"[0, 3]"
Sentence: 1,specifically,O,"[5, 16]"
Sentence: 1,",",O,"[17, 17]"
Sentence: 1,CLA,O,"[19, 21]"
Sentence: 1,and,O,"[23, 25]"
Sentence: 1,linolenic,O,"[27, 35]"
Sentence: 1,acid,O,"[37, 40]"
Sentence: 1,contents,O,"[42, 49]"
Sentence: 1,were,O,"[51, 54]"
Sentence: 1,11,O,"[56, 57]"
Sentence: 1,and,O,"[59, 61]"
Sentence: 1,11,O,"[63, 64]"
Sentence: 1,%,O,"[65, 65]"
Sentence: 1,higher,O,"[67, 72]"
Sentence: 1,in,O,"[74, 75]"
Sentence: 1,spring-summer,O,"[77, 89]"
Sentence: 1,than,O,"[91, 94]"
Sentence: 1,in,O,"[96, 97]"
Sentence: 1,winter,O,"[99, 104]"
Sentence: 1,.,O,"[105, 105]"
