Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,objective,O,"[4, 12]"
Sentence: 1,of,O,"[14, 15]"
Sentence: 1,this,O,"[17, 20]"
Sentence: 1,study,O,"[22, 26]"
Sentence: 1,was,O,"[28, 30]"
Sentence: 1,to,O,"[32, 33]"
Sentence: 1,estimate,O,"[35, 42]"
Sentence: 1,genetic,O,"[44, 50]"
Sentence: 1,parameters,O,"[52, 61]"
Sentence: 1,for,O,"[63, 65]"
Sentence: 1,growth,O,"[67, 72]"
Sentence: 1,and,O,"[74, 76]"
Sentence: 1,body,O,"[78, 81]"
Sentence: 1,composition,O,"[83, 93]"
Sentence: 1,traits,O,"[95, 100]"
Sentence: 1,at,O,"[102, 103]"
Sentence: 1,11,O,"[105, 106]"
Sentence: 1,d,O,"[108, 108]"
Sentence: 1,of,O,"[110, 111]"
Sentence: 1,age,O,"[113, 115]"
Sentence: 1,and,O,"[117, 119]"
Sentence: 1,at,O,"[121, 122]"
Sentence: 1,finish,O,"[124, 129]"
Sentence: 1,in,O,"[131, 132]"
Sentence: 1,a,O,"[134, 134]"
Sentence: 1,population,O,"[136, 145]"
Sentence: 1,of,O,"[147, 148]"
Sentence: 1,Berkshire,O,"[150, 158]"
Sentence: 1,pigs,O,"[160, 163]"
Sentence: 1,and,O,"[165, 167]"
Sentence: 1,to,O,"[169, 170]"
Sentence: 1,evaluate,O,"[172, 179]"
Sentence: 1,the,O,"[181, 183]"
Sentence: 1,effectiveness,O,"[185, 197]"
Sentence: 1,of,O,"[199, 200]"
Sentence: 1,selection,O,"[202, 210]"
Sentence: 1,at,O,"[212, 213]"
Sentence: 1,11,O,"[215, 216]"
Sentence: 1,d,O,"[218, 218]"
Sentence: 1,of,O,"[220, 221]"
Sentence: 1,age,O,"[223, 225]"
Sentence: 1,for,O,"[227, 229]"
Sentence: 1,meat,O,"[231, 234]"
Sentence: 1,productivity,O,"[236, 247]"
Sentence: 1,.,O,"[248, 248]"
