Sentence #,Text,Tag,Offset
Sentence: 1,Furthermore,O,"[0, 10]"
Sentence: 1,",",O,"[11, 11]"
Sentence: 1,the,O,"[13, 15]"
Sentence: 1,fertility,O,"[17, 25]"
Sentence: 1,traits,O,"[27, 32]"
Sentence: 1,number,O,"[34, 39]"
Sentence: 1,of,O,"[41, 42]"
Sentence: 1,piglets,O,"[44, 50]"
Sentence: 1,born,O,"[52, 55]"
Sentence: 1,alive,O,"[57, 61]"
Sentence: 1,",",O,"[62, 62]"
Sentence: 1,born,O,"[64, 67]"
Sentence: 1,in,O,"[69, 70]"
Sentence: 1,total,O,"[72, 76]"
Sentence: 1,and,O,"[78, 80]"
Sentence: 1,stillborn,O,"[82, 90]"
Sentence: 1,piglets,O,"[92, 98]"
Sentence: 1,as,O,"[100, 101]"
Sentence: 1,well,O,"[103, 106]"
Sentence: 1,as,O,"[108, 109]"
Sentence: 1,the,O,"[111, 113]"
Sentence: 1,individual,O,"[115, 124]"
Sentence: 1,birth,O,"[126, 130]"
Sentence: 1,and,O,"[132, 134]"
Sentence: 1,weaning,O,"[136, 142]"
Sentence: 1,weights,O,"[144, 150]"
Sentence: 1,were,O,"[152, 155]"
Sentence: 1,analysed,O,"[157, 164]"
Sentence: 1,.,O,"[165, 165]"
