Sentence #,Text,Tag,Offset
Sentence: 1,In,O,"[0, 1]"
Sentence: 1,spite,O,"[3, 7]"
Sentence: 1,of,O,"[9, 10]"
Sentence: 1,the,O,"[12, 14]"
Sentence: 1,improvement,O,"[16, 26]"
Sentence: 1,in,O,"[28, 29]"
Sentence: 1,management,O,"[31, 40]"
Sentence: 1,and,O,"[42, 44]"
Sentence: 1,the,O,"[46, 48]"
Sentence: 1,breeding,O,"[50, 57]"
Sentence: 1,goal,O,"[59, 62]"
Sentence: 1,of,O,"[64, 65]"
Sentence: 1,increasing,O,"[67, 76]"
Sentence: 1,the,O,"[78, 80]"
Sentence: 1,number,O,"[82, 87]"
Sentence: 1,of,O,"[89, 90]"
Sentence: 1,piglets,O,"[92, 98]"
Sentence: 1,born,O,"[100, 103]"
Sentence: 1,alive,O,"[105, 109]"
Sentence: 1,",",O,"[110, 110]"
Sentence: 1,piglet,O,"[112, 117]"
Sentence: 1,mortality,O,"[119, 127]"
Sentence: 1,is,O,"[129, 130]"
Sentence: 1,still,O,"[132, 136]"
Sentence: 1,a,O,"[138, 138]"
Sentence: 1,substantial,O,"[140, 150]"
Sentence: 1,problem,O,"[152, 158]"
Sentence: 1,in,O,"[160, 161]"
Sentence: 1,pig,O,"[163, 165]"
Sentence: 1,breeding,O,"[167, 174]"
Sentence: 1,.,O,"[175, 175]"
