Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,genetic,O,"[4, 10]"
Sentence: 1,correlations,O,"[12, 23]"
Sentence: 1,between,O,"[25, 31]"
Sentence: 1,number,O,"[33, 38]"
Sentence: 1,of,O,"[40, 41]"
Sentence: 1,piglets,O,"[43, 49]"
Sentence: 1,born,O,"[51, 54]"
Sentence: 1,alive,O,"[56, 60]"
Sentence: 1,and,O,"[62, 64]"
Sentence: 1,each,O,"[66, 69]"
Sentence: 1,LOSS,O,"[71, 74]"
Sentence: 1,trait,O,"[76, 80]"
Sentence: 1,were,O,"[82, 85]"
Sentence: 1,analysed,O,"[87, 94]"
Sentence: 1,bivariately,O,"[96, 106]"
Sentence: 1,.,O,"[107, 107]"
