Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,different,O,"[4, 12]"
Sentence: 1,LOSS,O,"[14, 17]"
Sentence: 1,were,O,"[19, 22]"
Sentence: 1,treated,O,"[24, 30]"
Sentence: 1,as,O,"[32, 33]"
Sentence: 1,a,O,"[35, 35]"
Sentence: 1,binary,O,"[37, 42]"
Sentence: 1,trait,O,"[44, 48]"
Sentence: 1,and,O,"[50, 52]"
Sentence: 1,subsequently,O,"[54, 65]"
Sentence: 1,the,O,"[67, 69]"
Sentence: 1,heritabilities,O,"[71, 84]"
Sentence: 1,were,O,"[86, 89]"
Sentence: 1,estimated,O,"[91, 99]"
Sentence: 1,using,O,"[101, 105]"
Sentence: 1,a,O,"[107, 107]"
Sentence: 1,threshold,O,"[109, 117]"
Sentence: 1,model,O,"[119, 123]"
Sentence: 1,.,O,"[124, 124]"
