Sentence #,Text,Tag,Offset
Sentence: 1,Most,O,"[0, 3]"
Sentence: 1,noticeable,O,"[5, 14]"
Sentence: 1,",",O,"[15, 15]"
Sentence: 1,a,O,"[17, 17]"
Sentence: 1,favorable,O,"[19, 27]"
Sentence: 1,genetic,O,"[29, 35]"
Sentence: 1,correlation,O,"[37, 47]"
Sentence: 1,of,O,"[49, 50]"
Sentence: 1,-1111,O,"[52, 56]"
Sentence: 1,between,O,"[58, 64]"
Sentence: 1,meat,O,"[66, 69]"
Sentence: 1,percentage,O,"[71, 80]"
Sentence: 1,and,O,"[82, 84]"
Sentence: 1,Log,O,"[86, 88]"
Sentence: 1,(,O,"[89, 89]"
Sentence: 1,skatole,O,"[90, 96]"
Sentence: 1,),O,"[97, 97]"
Sentence: 1,was,O,"[99, 101]"
Sentence: 1,estimated,O,"[103, 111]"
Sentence: 1,and,O,"[113, 115]"
Sentence: 1,hence,O,"[117, 121]"
Sentence: 1,continued,O,"[123, 131]"
Sentence: 1,selection,O,"[133, 141]"
Sentence: 1,for,O,"[143, 145]"
Sentence: 1,lean,O,"[147, 150]"
Sentence: 1,pigs,O,"[152, 155]"
Sentence: 1,can,O,"[157, 159]"
Sentence: 1,also,O,"[161, 164]"
Sentence: 1,slowly,O,"[166, 171]"
Sentence: 1,reduce,O,"[173, 178]"
Sentence: 1,the,O,"[180, 182]"
Sentence: 1,level,O,"[184, 188]"
Sentence: 1,of,O,"[190, 191]"
Sentence: 1,boar,O,"[193, 196]"
Sentence: 1,taint,O,"[198, 202]"
Sentence: 1,if,O,"[204, 205]"
Sentence: 1,the,O,"[207, 209]"
Sentence: 1,desired,O,"[211, 217]"
Sentence: 1,carcass,O,"[219, 225]"
Sentence: 1,weight,O,"[227, 232]"
Sentence: 1,is,O,"[234, 235]"
Sentence: 1,kept,O,"[237, 240]"
Sentence: 1,constant,O,"[242, 249]"
Sentence: 1,.,O,"[250, 250]"
