Sentence #,Text,Tag,Offset
Sentence: 1,Boar,O,"[0, 3]"
Sentence: 1,taint,O,"[5, 9]"
Sentence: 1,is,O,"[11, 12]"
Sentence: 1,an,O,"[14, 15]"
Sentence: 1,offensive,O,"[17, 25]"
Sentence: 1,odor,O,"[27, 30]"
Sentence: 1,that,O,"[32, 35]"
Sentence: 1,affects,O,"[37, 43]"
Sentence: 1,the,O,"[45, 47]"
Sentence: 1,smell,O,"[49, 53]"
Sentence: 1,and,O,"[55, 57]"
Sentence: 1,taste,O,"[59, 63]"
Sentence: 1,of,O,"[65, 66]"
Sentence: 1,cooked,O,"[68, 73]"
Sentence: 1,pork,O,"[75, 78]"
Sentence: 1,",",O,"[79, 79]"
Sentence: 1,resulting,O,"[81, 89]"
Sentence: 1,mainly,O,"[91, 96]"
Sentence: 1,from,O,"[98, 101]"
Sentence: 1,the,O,"[103, 105]"
Sentence: 1,accumulation,O,"[107, 118]"
Sentence: 1,of,O,"[120, 121]"
Sentence: 1,skatole,O,"[123, 129]"
Sentence: 1,and,O,"[131, 133]"
Sentence: 1,androstenone,O,"[135, 146]"
Sentence: 1,in,O,"[148, 149]"
Sentence: 1,the,O,"[151, 153]"
Sentence: 1,back,O,"[155, 158]"
Sentence: 1,fat,O,"[160, 162]"
Sentence: 1,of,O,"[164, 165]"
Sentence: 1,intact,O,"[167, 172]"
Sentence: 1,males,O,"[174, 178]"
Sentence: 1,.,O,"[179, 179]"
