Sentence #,Text,Tag,Offset
Sentence: 1,Genetic,O,"[0, 6]"
Sentence: 1,parameters,O,"[8, 17]"
Sentence: 1,in,O,"[19, 20]"
Sentence: 1,the,O,"[22, 24]"
Sentence: 1,growth,O,"[26, 31]"
Sentence: 1,rate,O,"[33, 36]"
Sentence: 1,of,O,"[38, 39]"
Sentence: 1,muscle,O,"[41, 46]"
Sentence: 1,(,O,"[48, 48]"
Sentence: 1,MG,O,"[49, 50]"
Sentence: 1,),O,"[51, 51]"
Sentence: 1,",",O,"[52, 52]"
Sentence: 1,carcass,O,"[54, 60]"
Sentence: 1,fat,O,"[62, 64]"
Sentence: 1,(,O,"[66, 66]"
Sentence: 1,FG,O,"[67, 68]"
Sentence: 1,),O,"[69, 69]"
Sentence: 1,",",O,"[70, 70]"
Sentence: 1,bone,O,"[72, 75]"
Sentence: 1,(,O,"[77, 77]"
Sentence: 1,BG,O,"[78, 79]"
Sentence: 1,),O,"[80, 80]"
Sentence: 1,and,O,"[82, 84]"
Sentence: 1,non-carcass,O,"[86, 96]"
Sentence: 1,tissue,O,"[98, 103]"
Sentence: 1,(,O,"[105, 105]"
Sentence: 1,NCG,O,"[106, 108]"
Sentence: 1,),O,"[109, 109]"
Sentence: 1,",",O,"[110, 110]"
Sentence: 1,from,O,"[112, 115]"
Sentence: 1,birth,O,"[117, 121]"
Sentence: 1,to,O,"[123, 124]"
Sentence: 1,∼111,O,"[126, 129]"
Sentence: 1,kg,O,"[131, 132]"
Sentence: 1,live,O,"[134, 137]"
Sentence: 1,weight,O,"[139, 144]"
Sentence: 1,",",O,"[145, 145]"
Sentence: 1,were,O,"[147, 150]"
Sentence: 1,calculated,O,"[152, 161]"
Sentence: 1,from,O,"[163, 166]"
Sentence: 1,CT,O,"[168, 169]"
Sentence: 1,data,O,"[171, 174]"
Sentence: 1,.,O,"[175, 175]"
