Sentence #,Text,Tag,Offset
Sentence: 1,LMP,O,"[0, 2]"
Sentence: 1,and,O,"[4, 6]"
Sentence: 1,ADG2,O,"[8, 11]"
Sentence: 1,were,O,"[13, 16]"
Sentence: 1,clearly,O,"[18, 24]"
Sentence: 1,unfavourably,O,"[26, 37]"
Sentence: 1,genetically,O,"[39, 49]"
Sentence: 1,correlated,O,"[51, 60]"
Sentence: 1,(,O,"[62, 62]"
Sentence: 1,L,O,"[63, 63]"
Sentence: 1,:,O,"[64, 64]"
Sentence: 1,-1111,O,"[66, 70]"
Sentence: 1,and,O,"[72, 74]"
Sentence: 1,D,O,"[76, 76]"
Sentence: 1,:,O,"[77, 77]"
Sentence: 1,-1111,O,"[79, 83]"
Sentence: 1,),O,"[84, 84]"
Sentence: 1,.,O,"[85, 85]"
