Sentence #,Text,Tag,Offset
Sentence: 1,In,O,"[0, 1]"
Sentence: 1,this,O,"[3, 6]"
Sentence: 1,study,O,"[8, 12]"
Sentence: 1,",",O,"[13, 13]"
Sentence: 1,computed,O,"[15, 22]"
Sentence: 1,tomography,O,"[24, 33]"
Sentence: 1,(,O,"[35, 35]"
Sentence: 1,CT,O,"[36, 37]"
Sentence: 1,),O,"[38, 38]"
Sentence: 1,technology,O,"[40, 49]"
Sentence: 1,was,O,"[51, 53]"
Sentence: 1,used,O,"[55, 58]"
Sentence: 1,to,O,"[60, 61]"
Sentence: 1,measure,O,"[63, 69]"
Sentence: 1,body,O,"[71, 74]"
Sentence: 1,composition,O,"[76, 86]"
Sentence: 1,on,O,"[88, 89]"
Sentence: 1,live,O,"[91, 94]"
Sentence: 1,pigs,O,"[96, 99]"
Sentence: 1,for,O,"[101, 103]"
Sentence: 1,breeding,O,"[105, 112]"
Sentence: 1,purposes,O,"[114, 121]"
Sentence: 1,.,O,"[122, 122]"
