Sentence #,Text,Tag,Offset
Sentence: 1,In,O,"[0, 1]"
Sentence: 1,second,O,"[3, 8]"
Sentence: 1,multitrait,O,"[10, 19]"
Sentence: 1,analyses,O,"[21, 28]"
Sentence: 1,",",O,"[29, 29]"
Sentence: 1,genetic,O,"[31, 37]"
Sentence: 1,correlations,O,"[39, 50]"
Sentence: 1,between,O,"[52, 58]"
Sentence: 1,individual,O,"[60, 69]"
Sentence: 1,FA,O,"[71, 72]"
Sentence: 1,and,O,"[74, 76]"
Sentence: 1,production,O,"[78, 87]"
Sentence: 1,traits,O,"[89, 94]"
Sentence: 1,",",O,"[95, 95]"
Sentence: 1,and,O,"[97, 99]"
Sentence: 1,between,O,"[101, 107]"
Sentence: 1,groups,O,"[109, 114]"
Sentence: 1,of,O,"[116, 117]"
Sentence: 1,FA,O,"[119, 120]"
Sentence: 1,and,O,"[122, 124]"
Sentence: 1,ratios,O,"[126, 131]"
Sentence: 1,of,O,"[133, 134]"
Sentence: 1,FA,O,"[136, 137]"
Sentence: 1,and,O,"[139, 141]"
Sentence: 1,production,O,"[143, 152]"
Sentence: 1,traits,O,"[154, 159]"
Sentence: 1,",",O,"[160, 160]"
Sentence: 1,were,O,"[162, 165]"
Sentence: 1,investigated,O,"[167, 178]"
Sentence: 1,.,O,"[179, 179]"
