Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,studied,O,"[4, 10]"
Sentence: 1,traits,O,"[12, 17]"
Sentence: 1,were,O,"[19, 22]"
Sentence: 1,11,O,"[24, 25]"
Sentence: 1,individual,O,"[27, 36]"
Sentence: 1,FA,O,"[38, 39]"
Sentence: 1,contents,O,"[41, 48]"
Sentence: 1,(,O,"[50, 50]"
Sentence: 1,proportion,O,"[51, 60]"
Sentence: 1,in,O,"[62, 63]"
Sentence: 1,relation,O,"[65, 72]"
Sentence: 1,to,O,"[74, 75]"
Sentence: 1,the,O,"[77, 79]"
Sentence: 1,total,O,"[81, 85]"
Sentence: 1,amount,O,"[87, 92]"
Sentence: 1,of,O,"[94, 95]"
Sentence: 1,FA,O,"[97, 98]"
Sentence: 1,),O,"[99, 99]"
Sentence: 1,",",O,"[100, 100]"
Sentence: 1,1,O,"[102, 102]"
Sentence: 1,groups,O,"[104, 109]"
Sentence: 1,of,O,"[111, 112]"
Sentence: 1,fatty,O,"[114, 118]"
Sentence: 1,acids,O,"[120, 124]"
Sentence: 1,[,O,"[126, 126]"
Sentence: 1,saturated,O,"[127, 135]"
Sentence: 1,fatty,O,"[137, 141]"
Sentence: 1,acids,O,"[143, 147]"
Sentence: 1,(,O,"[149, 149]"
Sentence: 1,SFA,O,"[150, 152]"
Sentence: 1,),O,"[153, 153]"
Sentence: 1,",",O,"[154, 154]"
Sentence: 1,monounsaturated,O,"[156, 170]"
Sentence: 1,FA,O,"[172, 173]"
Sentence: 1,(,O,"[175, 175]"
Sentence: 1,MUFA,O,"[176, 179]"
Sentence: 1,),O,"[180, 180]"
Sentence: 1,",",O,"[181, 181]"
Sentence: 1,and,O,"[183, 185]"
Sentence: 1,polyunsaturated,O,"[187, 201]"
Sentence: 1,FA,O,"[203, 204]"
Sentence: 1,(,O,"[206, 206]"
Sentence: 1,PUFA,O,"[207, 210]"
Sentence: 1,),O,"[211, 211]"
Sentence: 1,],O,"[212, 212]"
Sentence: 1,",",O,"[213, 213]"
Sentence: 1,and,O,"[215, 217]"
Sentence: 1,1,O,"[219, 219]"
Sentence: 1,FA,O,"[221, 222]"
Sentence: 1,ratios,O,"[224, 229]"
Sentence: 1,(,O,"[231, 231]"
Sentence: 1,n11,O,"[232, 234]"
Sentence: 1,:,O,"[235, 235]"
Sentence: 1,n11,O,"[236, 238]"
Sentence: 1,and,O,"[240, 242]"
Sentence: 1,C18:1,O,"[244, 248]"
Sentence: 1,cis11,O,"[250, 254]"
Sentence: 1,",",O,"[255, 255]"
Sentence: 1,trans111,O,"[256, 263]"
Sentence: 1,:,O,"[264, 264]"
Sentence: 1,C18:1,O,"[265, 269]"
Sentence: 1,trans111,O,"[271, 278]"
Sentence: 1,),O,"[279, 279]"
Sentence: 1,.,O,"[280, 280]"
