Sentence #,Text,Tag,Offset
Sentence: 1,Among,O,"[0, 4]"
Sentence: 1,those,O,"[6, 10]"
Sentence: 1,UFA,O,"[12, 14]"
Sentence: 1,showing,O,"[16, 22]"
Sentence: 1,significant,O,"[24, 34]"
Sentence: 1,additive,O,"[36, 43]"
Sentence: 1,genetic,O,"[45, 51]"
Sentence: 1,variance,O,"[53, 60]"
Sentence: 1,",",O,"[61, 61]"
Sentence: 1,genetic,O,"[63, 69]"
Sentence: 1,correlations,O,"[71, 82]"
Sentence: 1,were,O,"[84, 87]"
Sentence: 1,close,O,"[89, 93]"
Sentence: 1,to,O,"[95, 96]"
Sentence: 1,zero,O,"[98, 101]"
Sentence: 1,.,O,"[102, 102]"
