Sentence #,Text,Tag,Offset
Sentence: 1,Milk,O,"[0, 3]"
Sentence: 1,fat,O,"[5, 7]"
Sentence: 1,content,O,"[9, 15]"
Sentence: 1,had,O,"[17, 19]"
Sentence: 1,a,O,"[21, 21]"
Sentence: 1,positive,O,"[23, 30]"
Sentence: 1,effect,O,"[32, 37]"
Sentence: 1,on,O,"[39, 40]"
Sentence: 1,curd,O,"[42, 45]"
Sentence: 1,firmness,O,"[47, 54]"
Sentence: 1,traits,O,"[56, 61]"
Sentence: 1,",",O,"[62, 62]"
Sentence: 1,especially,O,"[64, 73]"
Sentence: 1,on,O,"[75, 76]"
Sentence: 1,those,O,"[78, 82]"
Sentence: 1,obtained,O,"[84, 91]"
Sentence: 1,from,O,"[93, 96]"
Sentence: 1,CFt,O,"[98, 100]"
Sentence: 1,equations,O,"[102, 110]"
Sentence: 1,",",O,"[111, 111]"
Sentence: 1,whereas,O,"[113, 119]"
Sentence: 1,the,O,"[121, 123]"
Sentence: 1,negative,O,"[125, 132]"
Sentence: 1,effects,O,"[134, 140]"
Sentence: 1,on,O,"[142, 143]"
Sentence: 1,both,O,"[145, 148]"
Sentence: 1,coagulation,O,"[150, 160]"
Sentence: 1,time,O,"[162, 165]"
Sentence: 1,traits,O,"[167, 172]"
Sentence: 1,were,O,"[174, 177]"
Sentence: 1,attributed,O,"[179, 188]"
Sentence: 1,to,O,"[190, 191]"
Sentence: 1,the,O,"[193, 195]"
Sentence: 1,milk,O,"[197, 200]"
Sentence: 1,protein,O,"[202, 208]"
Sentence: 1,and,O,"[210, 212]"
Sentence: 1,casein,O,"[214, 219]"
Sentence: 1,contents,O,"[221, 228]"
Sentence: 1,.,O,"[229, 229]"
