Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,additive,O,"[4, 11]"
Sentence: 1,genetic,O,"[13, 19]"
Sentence: 1,relationships,O,"[21, 33]"
Sentence: 1,of,O,"[35, 36]"
Sentence: 1,these,O,"[38, 42]"
Sentence: 1,technological,O,"[44, 56]"
Sentence: 1,traits,O,"[58, 63]"
Sentence: 1,with,O,"[65, 68]"
Sentence: 1,the,O,"[70, 72]"
Sentence: 1,single,O,"[74, 79]"
Sentence: 1,test-day,O,"[81, 88]"
Sentence: 1,milk,O,"[90, 93]"
Sentence: 1,yield,O,"[95, 99]"
Sentence: 1,and,O,"[101, 103]"
Sentence: 1,composition,O,"[105, 115]"
Sentence: 1,were,O,"[117, 120]"
Sentence: 1,variable,O,"[122, 129]"
Sentence: 1,and,O,"[131, 133]"
Sentence: 1,showed,O,"[135, 140]"
Sentence: 1,milk,O,"[142, 145]"
Sentence: 1,yield,O,"[147, 151]"
Sentence: 1,to,O,"[153, 154]"
Sentence: 1,have,O,"[156, 159]"
Sentence: 1,unfavorable,O,"[161, 171]"
Sentence: 1,effects,O,"[173, 179]"
Sentence: 1,on,O,"[181, 182]"
Sentence: 1,all,O,"[184, 186]"
Sentence: 1,measures,O,"[188, 195]"
Sentence: 1,of,O,"[197, 198]"
Sentence: 1,curd,O,"[200, 203]"
Sentence: 1,firmness,O,"[205, 212]"
Sentence: 1,(,O,"[214, 214]"
Sentence: 1,a30,O,"[215, 217]"
Sentence: 1,",",O,"[218, 218]"
Sentence: 1,a45,O,"[220, 222]"
Sentence: 1,",",O,"[223, 223]"
Sentence: 1,a60,O,"[225, 227]"
Sentence: 1,",",O,"[228, 228]"
Sentence: 1,CFP,O,"[230, 232]"
Sentence: 1,",",O,"[233, 233]"
Sentence: 1,and,O,"[235, 237]"
Sentence: 1,CFmax,O,"[239, 243]"
Sentence: 1,),O,"[244, 244]"
Sentence: 1,and,O,"[246, 248]"
Sentence: 1,tmax,O,"[250, 253]"
Sentence: 1,",",O,"[254, 254]"
Sentence: 1,but,O,"[256, 258]"
Sentence: 1,favorable,O,"[260, 268]"
Sentence: 1,effects,O,"[270, 276]"
Sentence: 1,on,O,"[278, 279]"
Sentence: 1,both,O,"[281, 284]"
Sentence: 1,instant,O,"[286, 292]"
Sentence: 1,rate,O,"[294, 297]"
Sentence: 1,constants,O,"[299, 307]"
Sentence: 1,(,O,"[309, 309]"
Sentence: 1,kCF,O,"[310, 312]"
Sentence: 1,and,O,"[314, 316]"
Sentence: 1,kSR,O,"[318, 320]"
Sentence: 1,),O,"[321, 321]"
Sentence: 1,.,O,"[322, 322]"
