Sentence #,Text,Tag,Offset
Sentence: 1,Finally,O,"[0, 6]"
Sentence: 1,",",O,"[7, 7]"
Sentence: 1,in,O,"[9, 10]"
Sentence: 1,view,O,"[12, 15]"
Sentence: 1,of,O,"[17, 18]"
Sentence: 1,the,O,"[20, 22]"
Sentence: 1,estimated,O,"[24, 32]"
Sentence: 1,heritabilities,O,"[34, 47]"
Sentence: 1,and,O,"[49, 51]"
Sentence: 1,additive,O,"[53, 60]"
Sentence: 1,genetic,O,"[62, 68]"
Sentence: 1,correlations,O,"[70, 81]"
Sentence: 1,",",O,"[82, 82]"
Sentence: 1,enhancement,O,"[84, 94]"
Sentence: 1,of,O,"[96, 97]"
Sentence: 1,technological,O,"[99, 111]"
Sentence: 1,traits,O,"[113, 118]"
Sentence: 1,of,O,"[120, 121]"
Sentence: 1,sheep,O,"[123, 127]"
Sentence: 1,milk,O,"[129, 132]"
Sentence: 1,through,O,"[134, 140]"
Sentence: 1,selective,O,"[142, 150]"
Sentence: 1,breeding,O,"[152, 159]"
Sentence: 1,could,O,"[161, 165]"
Sentence: 1,be,O,"[167, 168]"
Sentence: 1,feasible,O,"[170, 177]"
Sentence: 1,in,O,"[179, 180]"
Sentence: 1,this,O,"[182, 185]"
Sentence: 1,population,O,"[187, 196]"
Sentence: 1,.,O,"[197, 197]"
