Sentence #,Text,Tag,Offset
Sentence: 1,Negative,O,"[0, 7]"
Sentence: 1,genetic,O,"[9, 15]"
Sentence: 1,correlations,O,"[17, 28]"
Sentence: 1,were,O,"[30, 33]"
Sentence: 1,observed,O,"[35, 42]"
Sentence: 1,for,O,"[44, 46]"
Sentence: 1,ADG,O,"[48, 50]"
Sentence: 1,(,O,"[51, 51]"
Sentence: 1,111,O,"[52, 54]"
Sentence: 1,),O,"[55, 55]"
Sentence: 1,-ADG,O,"[56, 59]"
Sentence: 1,(,O,"[60, 60]"
Sentence: 1,1111,O,"[61, 64]"
Sentence: 1,),O,"[65, 65]"
Sentence: 1,",",O,"[66, 66]"
Sentence: 1,BW2-ADG,O,"[68, 74]"
Sentence: 1,(,O,"[75, 75]"
Sentence: 1,1111,O,"[76, 79]"
Sentence: 1,),O,"[80, 80]"
Sentence: 1,",",O,"[81, 81]"
Sentence: 1,WW-ADG,O,"[83, 88]"
Sentence: 1,(,O,"[89, 89]"
Sentence: 1,1111,O,"[90, 93]"
Sentence: 1,),O,"[94, 94]"
Sentence: 1,and,O,"[96, 98]"
Sentence: 1,BW6-ADG,O,"[100, 106]"
Sentence: 1,(,O,"[107, 107]"
Sentence: 1,1111,O,"[108, 111]"
Sentence: 1,),O,"[112, 112]"
Sentence: 1,.,O,"[113, 113]"
