Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,corresponding,O,"[4, 16]"
Sentence: 1,maternal,O,"[18, 25]"
Sentence: 1,genetic,O,"[27, 33]"
Sentence: 1,heritability,O,"[35, 46]"
Sentence: 1,estimates,O,"[48, 56]"
Sentence: 1,for,O,"[58, 60]"
Sentence: 1,body,O,"[62, 65]"
Sentence: 1,weights,O,"[67, 73]"
Sentence: 1,up,O,"[75, 76]"
Sentence: 1,to,O,"[78, 79]"
Sentence: 1,1,O,"[81, 81]"
Sentence: 1,months,O,"[83, 88]"
Sentence: 1,were,O,"[90, 93]"
Sentence: 1,1111,O,"[95, 98]"
Sentence: 1,",",O,"[99, 99]"
Sentence: 1,1111,O,"[101, 104]"
Sentence: 1,",",O,"[105, 105]"
Sentence: 1,1111,O,"[107, 110]"
Sentence: 1,",",O,"[111, 111]"
Sentence: 1,1111,O,"[113, 116]"
Sentence: 1,",",O,"[117, 117]"
Sentence: 1,1111,O,"[119, 122]"
Sentence: 1,and,O,"[124, 126]"
Sentence: 1,1111,O,"[128, 131]"
Sentence: 1,.,O,"[132, 132]"
