Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,RFI,O,"[4, 6]"
Sentence: 1,was,O,"[8, 10]"
Sentence: 1,measured,O,"[12, 19]"
Sentence: 1,on,O,"[21, 22]"
Sentence: 1,candidates,O,"[24, 33]"
Sentence: 1,for,O,"[35, 37]"
Sentence: 1,selection,O,"[39, 47]"
Sentence: 1,(,O,"[49, 49]"
Sentence: 1,11111,O,"[50, 54]"
Sentence: 1,pigs,O,"[56, 59]"
Sentence: 1,),O,"[60, 60]"
Sentence: 1,",",O,"[61, 61]"
Sentence: 1,and,O,"[63, 65]"
Sentence: 1,sow,O,"[67, 69]"
Sentence: 1,performance,O,"[71, 81]"
Sentence: 1,data,O,"[83, 86]"
Sentence: 1,were,O,"[88, 91]"
Sentence: 1,available,O,"[93, 101]"
Sentence: 1,for,O,"[103, 105]"
Sentence: 1,111,O,"[107, 109]"
Sentence: 1,sows,O,"[111, 114]"
Sentence: 1,having,O,"[116, 121]"
Sentence: 1,from,O,"[123, 126]"
Sentence: 1,1,O,"[128, 128]"
Sentence: 1,to,O,"[130, 131]"
Sentence: 1,1,O,"[133, 133]"
Sentence: 1,parities,O,"[135, 142]"
Sentence: 1,(,O,"[144, 144]"
Sentence: 1,11111,O,"[145, 149]"
Sentence: 1,parities,O,"[151, 158]"
Sentence: 1,),O,"[159, 159]"
Sentence: 1,.,O,"[160, 160]"
