Sentence #,Text,Tag,Offset
Sentence: 1,Over,O,"[0, 3]"
Sentence: 1,all,O,"[5, 7]"
Sentence: 1,least,O,"[9, 13]"
Sentence: 1,squares,O,"[15, 21]"
Sentence: 1,means,O,"[23, 27]"
Sentence: 1,for,O,"[29, 31]"
Sentence: 1,birth,O,"[33, 37]"
Sentence: 1,weight,O,"[39, 44]"
Sentence: 1,",",O,"[45, 45]"
Sentence: 1,1,O,"[47, 47]"
Sentence: 1,",",O,"[48, 48]"
Sentence: 1,1,O,"[50, 50]"
Sentence: 1,",",O,"[51, 51]"
Sentence: 1,1,O,"[53, 53]"
Sentence: 1,",",O,"[54, 54]"
Sentence: 1,11,O,"[56, 57]"
Sentence: 1,month,O,"[59, 63]"
Sentence: 1,weight,O,"[65, 70]"
Sentence: 1,",",O,"[71, 71]"
Sentence: 1,pre-weaning,O,"[73, 83]"
Sentence: 1,gain,O,"[85, 88]"
Sentence: 1,(,O,"[90, 90]"
Sentence: 1,ADG1,O,"[91, 94]"
Sentence: 1,),O,"[95, 95]"
Sentence: 1,and,O,"[97, 99]"
Sentence: 1,post-weaning,O,"[101, 112]"
Sentence: 1,gain,O,"[114, 117]"
Sentence: 1,(,O,"[119, 119]"
Sentence: 1,ADG2,O,"[120, 123]"
Sentence: 1,),O,"[124, 124]"
Sentence: 1,were,O,"[126, 129]"
Sentence: 1,11111111111,O,"[131, 141]"
Sentence: 1,",",O,"[142, 142]"
Sentence: 1,11111111111,O,"[144, 154]"
Sentence: 1,",",O,"[155, 155]"
Sentence: 1,111111111111,O,"[157, 168]"
Sentence: 1,",",O,"[169, 169]"
Sentence: 1,111111111111,O,"[171, 182]"
Sentence: 1,",",O,"[183, 183]"
Sentence: 1,and,O,"[185, 187]"
Sentence: 1,111111111111,O,"[189, 200]"
Sentence: 1,kg,O,"[202, 203]"
Sentence: 1,",",O,"[204, 204]"
Sentence: 1,and,O,"[206, 208]"
Sentence: 1,111111111111,O,"[210, 221]"
Sentence: 1,and,O,"[223, 225]"
Sentence: 1,111111111111,O,"[227, 238]"
Sentence: 1,g,O,"[240, 240]"
Sentence: 1,",",O,"[241, 241]"
Sentence: 1,respectively,O,"[243, 254]"
Sentence: 1,.,O,"[255, 255]"
