Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,heritability,O,"[4, 15]"
Sentence: 1,estimates,O,"[17, 25]"
Sentence: 1,for,O,"[27, 29]"
Sentence: 1,birth,O,"[31, 35]"
Sentence: 1,",",O,"[36, 36]"
Sentence: 1,1,O,"[38, 38]"
Sentence: 1,",",O,"[39, 39]"
Sentence: 1,1,O,"[41, 41]"
Sentence: 1,",",O,"[42, 42]"
Sentence: 1,1,O,"[44, 44]"
Sentence: 1,",",O,"[45, 45]"
Sentence: 1,11,O,"[47, 48]"
Sentence: 1,month,O,"[50, 54]"
Sentence: 1,weight,O,"[56, 61]"
Sentence: 1,",",O,"[62, 62]"
Sentence: 1,ADG1,O,"[64, 67]"
Sentence: 1,and,O,"[69, 71]"
Sentence: 1,ADG2,O,"[73, 76]"
Sentence: 1,were,O,"[78, 81]"
Sentence: 1,11111111111,O,"[83, 93]"
Sentence: 1,",",O,"[94, 94]"
Sentence: 1,11111111111,O,"[96, 106]"
Sentence: 1,",",O,"[107, 107]"
Sentence: 1,11111111111,O,"[109, 119]"
Sentence: 1,",",O,"[120, 120]"
Sentence: 1,11111111111,O,"[122, 132]"
Sentence: 1,",",O,"[133, 133]"
Sentence: 1,11111111111,O,"[135, 145]"
Sentence: 1,",",O,"[146, 146]"
Sentence: 1,11111111111,O,"[148, 158]"
Sentence: 1,",",O,"[159, 159]"
Sentence: 1,and,O,"[161, 163]"
Sentence: 1,11111111111,O,"[165, 175]"
Sentence: 1,",",O,"[176, 176]"
Sentence: 1,respectively,O,"[178, 189]"
Sentence: 1,.,O,"[190, 190]"
