Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,present,O,"[4, 10]"
Sentence: 1,study,O,"[12, 16]"
Sentence: 1,was,O,"[18, 20]"
Sentence: 1,conducted,O,"[22, 30]"
Sentence: 1,to,O,"[32, 33]"
Sentence: 1,evaluate,O,"[35, 42]"
Sentence: 1,the,O,"[44, 46]"
Sentence: 1,impact,O,"[48, 53]"
Sentence: 1,of,O,"[55, 56]"
Sentence: 1,breeding,O,"[58, 65]"
Sentence: 1,program,O,"[67, 73]"
Sentence: 1,on,O,"[75, 76]"
Sentence: 1,production,O,"[78, 87]"
Sentence: 1,profile,O,"[89, 95]"
Sentence: 1,of,O,"[97, 98]"
Sentence: 1,GM,O,"[100, 101]"
Sentence: 1,sheep,O,"[103, 107]"
Sentence: 1,and,O,"[109, 111]"
Sentence: 1,to,O,"[113, 114]"
Sentence: 1,estimate,O,"[116, 123]"
Sentence: 1,the,O,"[125, 127]"
Sentence: 1,genetic,O,"[129, 135]"
Sentence: 1,parameters,O,"[137, 146]"
Sentence: 1,for,O,"[148, 150]"
Sentence: 1,growth,O,"[152, 157]"
Sentence: 1,traits,O,"[159, 164]"
Sentence: 1,of,O,"[166, 167]"
Sentence: 1,GM,O,"[169, 170]"
Sentence: 1,sheep,O,"[172, 176]"
Sentence: 1,.,O,"[177, 177]"
