Sentence #,Text,Tag,Offset
Sentence: 1,Live,O,"[0, 3]"
Sentence: 1,body,O,"[5, 8]"
Sentence: 1,weight,O,"[10, 15]"
Sentence: 1,at,O,"[17, 18]"
Sentence: 1,1,O,"[20, 20]"
Sentence: 1,",",O,"[21, 21]"
Sentence: 1,1,O,"[23, 23]"
Sentence: 1,",",O,"[24, 24]"
Sentence: 1,and,O,"[26, 28]"
Sentence: 1,11,O,"[30, 31]"
Sentence: 1,months,O,"[33, 38]"
Sentence: 1,of,O,"[40, 41]"
Sentence: 1,age,O,"[43, 45]"
Sentence: 1,(,O,"[47, 47]"
Sentence: 1,BW6,O,"[48, 50]"
Sentence: 1,",",O,"[51, 51]"
Sentence: 1,BW9,O,"[53, 55]"
Sentence: 1,",",O,"[56, 56]"
Sentence: 1,and,O,"[58, 60]"
Sentence: 1,BW12,O,"[62, 65]"
Sentence: 1,),O,"[66, 66]"
Sentence: 1,reflected,O,"[68, 76]"
Sentence: 1,post-weaning,O,"[78, 89]"
Sentence: 1,growth,O,"[91, 96]"
Sentence: 1,characteristics,O,"[98, 112]"
Sentence: 1,.,O,"[113, 113]"
