Sentence #,Text,Tag,Offset
Sentence: 1,These,O,"[0, 4]"
Sentence: 1,data,O,"[6, 9]"
Sentence: 1,were,O,"[11, 14]"
Sentence: 1,collected,O,"[16, 24]"
Sentence: 1,over,O,"[26, 29]"
Sentence: 1,11,O,"[31, 32]"
Sentence: 1,years,O,"[34, 38]"
Sentence: 1,",",O,"[39, 39]"
Sentence: 1,from,O,"[41, 44]"
Sentence: 1,1111,O,"[46, 49]"
Sentence: 1,to,O,"[51, 52]"
Sentence: 1,1111,O,"[54, 57]"
Sentence: 1,",",O,"[58, 58]"
Sentence: 1,at,O,"[60, 61]"
Sentence: 1,the,O,"[63, 65]"
Sentence: 1,Makuie,O,"[67, 72]"
Sentence: 1,Sheep,O,"[74, 78]"
Sentence: 1,Breeding,O,"[80, 87]"
Sentence: 1,and,O,"[89, 91]"
Sentence: 1,Raising,O,"[93, 99]"
Sentence: 1,Station,O,"[101, 107]"
Sentence: 1,(,O,"[109, 109]"
Sentence: 1,MSBS,O,"[110, 113]"
Sentence: 1,),O,"[114, 114]"
Sentence: 1,.,O,"[115, 115]"
