Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,genetic,O,"[4, 10]"
Sentence: 1,correlations,O,"[12, 23]"
Sentence: 1,(,O,"[25, 25]"
Sentence: 1,rg,O,"[26, 27]"
Sentence: 1,),O,"[28, 28]"
Sentence: 1,between,O,"[30, 36]"
Sentence: 1,BW,O,"[38, 39]"
Sentence: 1,",",O,"[40, 40]"
Sentence: 1,BW,O,"[42, 43]"
Sentence: 1,change,O,"[45, 50]"
Sentence: 1,",",O,"[51, 51]"
Sentence: 1,and,O,"[53, 55]"
Sentence: 1,reproduction,O,"[57, 68]"
Sentence: 1,were,O,"[70, 73]"
Sentence: 1,estimated,O,"[75, 83]"
Sentence: 1,using,O,"[85, 89]"
Sentence: 1,records,O,"[91, 97]"
Sentence: 1,from,O,"[99, 102]"
Sentence: 1,approximately,O,"[104, 116]"
Sentence: 1,11111,O,"[118, 122]"
Sentence: 1,fully,O,"[124, 128]"
Sentence: 1,pedigreed,O,"[130, 138]"
Sentence: 1,Merino,O,"[140, 145]"
Sentence: 1,ewes,O,"[147, 150]"
Sentence: 1,managed,O,"[152, 158]"
Sentence: 1,at,O,"[160, 161]"
Sentence: 1,Katanning,O,"[163, 171]"
Sentence: 1,in,O,"[173, 174]"
Sentence: 1,Western,O,"[176, 182]"
Sentence: 1,Australia,O,"[184, 192]"
Sentence: 1,.,O,"[193, 193]"
