Sentence #,Text,Tag,Offset
Sentence: 1,All,O,"[0, 2]"
Sentence: 1,other,O,"[4, 8]"
Sentence: 1,genetic,O,"[10, 16]"
Sentence: 1,correlations,O,"[18, 29]"
Sentence: 1,were,O,"[31, 34]"
Sentence: 1,not,O,"[36, 38]"
Sentence: 1,significantly,O,"[40, 52]"
Sentence: 1,greater,O,"[54, 60]"
Sentence: 1,magnitude,O,"[62, 70]"
Sentence: 1,than,O,"[72, 75]"
Sentence: 1,1,O,"[77, 77]"
Sentence: 1,but,O,"[79, 81]"
Sentence: 1,estimates,O,"[83, 91]"
Sentence: 1,of,O,"[93, 94]"
Sentence: 1,genetic,O,"[96, 102]"
Sentence: 1,correlations,O,"[104, 115]"
Sentence: 1,for,O,"[117, 119]"
Sentence: 1,1-yr-old,O,"[121, 128]"
Sentence: 1,ewes,O,"[130, 133]"
Sentence: 1,were,O,"[135, 138]"
Sentence: 1,generally,O,"[140, 148]"
Sentence: 1,consistent,O,"[150, 159]"
Sentence: 1,with,O,"[161, 164]"
Sentence: 1,these,O,"[166, 170]"
Sentence: 1,findings,O,"[172, 179]"
Sentence: 1,.,O,"[180, 180]"
