Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,third,O,"[4, 8]"
Sentence: 1,period,O,"[10, 15]"
Sentence: 1,was,O,"[17, 19]"
Sentence: 1,during,O,"[21, 26]"
Sentence: 1,lactation,O,"[28, 36]"
Sentence: 1,over,O,"[38, 41]"
Sentence: 1,111,O,"[43, 45]"
Sentence: 1,d,O,"[47, 47]"
Sentence: 1,for,O,"[49, 51]"
Sentence: 1,ewes,O,"[53, 56]"
Sentence: 1,that,O,"[58, 61]"
Sentence: 1,weaned,O,"[63, 68]"
Sentence: 1,a,O,"[70, 70]"
Sentence: 1,lamb,O,"[72, 75]"
Sentence: 1,on,O,"[77, 78]"
Sentence: 1,good,O,"[80, 83]"
Sentence: 1,quality,O,"[85, 91]"
Sentence: 1,pasture,O,"[93, 99]"
Sentence: 1,.,O,"[100, 100]"
