Sentence #,Text,Tag,Offset
Sentence: 1,Genetic,O,"[0, 6]"
Sentence: 1,correlations,O,"[8, 19]"
Sentence: 1,were,O,"[21, 24]"
Sentence: 1,tested,O,"[26, 31]"
Sentence: 1,to,O,"[33, 34]"
Sentence: 1,be,O,"[36, 37]"
Sentence: 1,significantly,O,"[39, 51]"
Sentence: 1,greater,O,"[53, 59]"
Sentence: 1,magnitude,O,"[61, 69]"
Sentence: 1,than,O,"[71, 74]"
Sentence: 1,1,O,"[76, 76]"
Sentence: 1,using,O,"[78, 82]"
Sentence: 1,likelihood,O,"[84, 93]"
Sentence: 1,ratio,O,"[95, 99]"
Sentence: 1,tests,O,"[101, 105]"
Sentence: 1,.,O,"[106, 106]"
