Sentence #,Text,Tag,Offset
Sentence: 1,Results,O,"[0, 6]"
Sentence: 1,indicate,O,"[8, 15]"
Sentence: 1,that,O,"[17, 20]"
Sentence: 1,prevalence,O,"[22, 31]"
Sentence: 1,of,O,"[33, 34]"
Sentence: 1,BTC,O,"[36, 38]"
Sentence: 1,is,O,"[40, 41]"
Sentence: 1,high,O,"[43, 46]"
Sentence: 1,in,O,"[48, 49]"
Sentence: 1,mature,O,"[51, 56]"
Sentence: 1,and,O,"[58, 60]"
Sentence: 1,heavy,O,"[62, 66]"
Sentence: 1,pigs,O,"[68, 71]"
Sentence: 1,relative,O,"[73, 80]"
Sentence: 1,to,O,"[82, 83]"
Sentence: 1,young,O,"[85, 89]"
Sentence: 1,and,O,"[91, 93]"
Sentence: 1,light,O,"[95, 99]"
Sentence: 1,pigs,O,"[101, 104]"
Sentence: 1,.,O,"[105, 105]"
