Sentence #,Text,Tag,Offset
Sentence: 1,As,O,"[0, 1]"
Sentence: 1,a,O,"[3, 3]"
Sentence: 1,consequence,O,"[5, 15]"
Sentence: 1,",",O,"[16, 16]"
Sentence: 1,performance,O,"[18, 28]"
Sentence: 1,testing,O,"[30, 36]"
Sentence: 1,programs,O,"[38, 45]"
Sentence: 1,for,O,"[47, 49]"
Sentence: 1,BTC,O,"[51, 53]"
Sentence: 1,should,O,"[55, 60]"
Sentence: 1,be,O,"[62, 63]"
Sentence: 1,based,O,"[65, 69]"
Sentence: 1,preferably,O,"[71, 80]"
Sentence: 1,on,O,"[82, 83]"
Sentence: 1,phenotypes,O,"[85, 94]"
Sentence: 1,measured,O,"[96, 103]"
Sentence: 1,at,O,"[105, 106]"
Sentence: 1,111,O,"[108, 110]"
Sentence: 1,d,O,"[112, 112]"
Sentence: 1,of,O,"[114, 115]"
Sentence: 1,age,O,"[117, 119]"
Sentence: 1,.,O,"[120, 120]"
