Sentence #,Text,Tag,Offset
Sentence: 1,Different,O,"[0, 8]"
Sentence: 1,rankings,O,"[10, 17]"
Sentence: 1,were,O,"[19, 22]"
Sentence: 1,observed,O,"[24, 31]"
Sentence: 1,when,O,"[33, 36]"
Sentence: 1,breeding,O,"[38, 45]"
Sentence: 1,values,O,"[47, 52]"
Sentence: 1,for,O,"[54, 56]"
Sentence: 1,the,O,"[58, 60]"
Sentence: 1,content,O,"[62, 68]"
Sentence: 1,at,O,"[70, 71]"
Sentence: 1,111,O,"[73, 75]"
Sentence: 1,and,O,"[77, 79]"
Sentence: 1,111,O,"[81, 83]"
Sentence: 1,d,O,"[85, 85]"
Sentence: 1,of,O,"[87, 88]"
Sentence: 1,age,O,"[90, 92]"
Sentence: 1,were,O,"[94, 97]"
Sentence: 1,used,O,"[99, 102]"
Sentence: 1,to,O,"[104, 105]"
Sentence: 1,rank,O,"[107, 110]"
Sentence: 1,animals,O,"[112, 118]"
Sentence: 1,.,O,"[119, 119]"
