Sentence #,Text,Tag,Offset
Sentence: 1,Medium-high,O,"[0, 10]"
Sentence: 1,h,O,"[12, 12]"
Sentence: 1,were,O,"[14, 17]"
Sentence: 1,estimated,O,"[19, 27]"
Sentence: 1,for,O,"[29, 31]"
Sentence: 1,BTC,O,"[33, 35]"
Sentence: 1,at,O,"[37, 38]"
Sentence: 1,both,O,"[40, 43]"
Sentence: 1,ages,O,"[45, 48]"
Sentence: 1,",",O,"[49, 49]"
Sentence: 1,but,O,"[51, 53]"
Sentence: 1,estimates,O,"[55, 63]"
Sentence: 1,at,O,"[65, 66]"
Sentence: 1,111,O,"[68, 70]"
Sentence: 1,d,O,"[72, 72]"
Sentence: 1,(,O,"[74, 74]"
Sentence: 1,1111,O,"[75, 78]"
Sentence: 1,",",O,"[79, 79]"
Sentence: 1,1111,O,"[81, 84]"
Sentence: 1,",",O,"[85, 85]"
Sentence: 1,and,O,"[87, 89]"
Sentence: 1,1111,O,"[91, 94]"
Sentence: 1,for,O,"[96, 98]"
Sentence: 1,AND,O,"[100, 102]"
Sentence: 1,",",O,"[103, 103]"
Sentence: 1,SKA,O,"[105, 107]"
Sentence: 1,",",O,"[108, 108]"
Sentence: 1,and,O,"[110, 112]"
Sentence: 1,IND,O,"[114, 116]"
Sentence: 1,",",O,"[117, 117]"
Sentence: 1,respectively,O,"[119, 130]"
Sentence: 1,),O,"[131, 131]"
Sentence: 1,were,O,"[133, 136]"
Sentence: 1,greater,O,"[138, 144]"
Sentence: 1,than,O,"[146, 149]"
Sentence: 1,those,O,"[151, 155]"
Sentence: 1,at,O,"[157, 158]"
Sentence: 1,111,O,"[160, 162]"
Sentence: 1,d.,O,"[164, 165]"
Sentence: 1,The,O,"[167, 169]"
Sentence: 1,genetic,O,"[171, 177]"
Sentence: 1,correlation,O,"[179, 189]"
Sentence: 1,between,O,"[191, 197]"
Sentence: 1,contents,O,"[199, 206]"
Sentence: 1,at,O,"[208, 209]"
Sentence: 1,111,O,"[211, 213]"
Sentence: 1,and,O,"[215, 217]"
Sentence: 1,111,O,"[219, 221]"
Sentence: 1,d,O,"[223, 223]"
Sentence: 1,of,O,"[225, 226]"
Sentence: 1,each,O,"[228, 231]"
Sentence: 1,BTC,O,"[233, 235]"
Sentence: 1,was,O,"[237, 239]"
Sentence: 1,positive,O,"[241, 248]"
Sentence: 1,",",O,"[249, 249]"
Sentence: 1,but,O,"[251, 253]"
Sentence: 1,the,O,"[255, 257]"
Sentence: 1,probability,O,"[259, 269]"
Sentence: 1,that,O,"[271, 274]"
Sentence: 1,such,O,"[276, 279]"
Sentence: 1,estimates,O,"[281, 289]"
Sentence: 1,were,O,"[291, 294]"
Sentence: 1,greater,O,"[296, 302]"
Sentence: 1,than,O,"[304, 307]"
Sentence: 1,111,O,"[309, 311]"
Sentence: 1,was,O,"[313, 315]"
Sentence: 1,very,O,"[317, 320]"
Sentence: 1,low,O,"[322, 324]"
Sentence: 1,",",O,"[325, 325]"
Sentence: 1,indicating,O,"[327, 336]"
Sentence: 1,that,O,"[338, 341]"
Sentence: 1,contents,O,"[343, 350]"
Sentence: 1,at,O,"[352, 353]"
Sentence: 1,111,O,"[355, 357]"
Sentence: 1,and,O,"[359, 361]"
Sentence: 1,111,O,"[363, 365]"
Sentence: 1,d,O,"[367, 367]"
Sentence: 1,were,O,"[369, 372]"
Sentence: 1,traits,O,"[374, 379]"
Sentence: 1,controlled,O,"[381, 390]"
Sentence: 1,by,O,"[392, 393]"
Sentence: 1,different,O,"[395, 403]"
Sentence: 1,genetic,O,"[405, 411]"
Sentence: 1,backgrounds,O,"[413, 423]"
Sentence: 1,.,O,"[424, 424]"
