Sentence #,Text,Tag,Offset
Sentence: 1,The,O,"[0, 2]"
Sentence: 1,aims,O,"[4, 7]"
Sentence: 1,of,O,"[9, 10]"
Sentence: 1,this,O,"[12, 15]"
Sentence: 1,study,O,"[17, 21]"
Sentence: 1,were,O,"[23, 26]"
Sentence: 1,to,O,"[28, 29]"
Sentence: 1,investigate,O,"[31, 41]"
Sentence: 1,variation,O,"[43, 51]"
Sentence: 1,in,O,"[53, 54]"
Sentence: 1,content,O,"[56, 62]"
Sentence: 1,of,O,"[64, 65]"
Sentence: 1,androstenone,O,"[67, 78]"
Sentence: 1,(,O,"[80, 80]"
Sentence: 1,AND,O,"[81, 83]"
Sentence: 1,),O,"[84, 84]"
Sentence: 1,",",O,"[85, 85]"
Sentence: 1,skatole,O,"[87, 93]"
Sentence: 1,(,O,"[95, 95]"
Sentence: 1,SKA,O,"[96, 98]"
Sentence: 1,),O,"[99, 99]"
Sentence: 1,",",O,"[100, 100]"
Sentence: 1,and,O,"[102, 104]"
Sentence: 1,indole,O,"[106, 111]"
Sentence: 1,(,O,"[113, 113]"
Sentence: 1,IND,O,"[114, 116]"
Sentence: 1,),O,"[117, 117]"
Sentence: 1,",",O,"[118, 118]"
Sentence: 1,quantified,O,"[120, 129]"
Sentence: 1,in,O,"[131, 132]"
Sentence: 1,adipose,O,"[134, 140]"
Sentence: 1,tissue,O,"[142, 147]"
Sentence: 1,of,O,"[149, 150]"
Sentence: 1,intact,O,"[152, 157]"
Sentence: 1,male,O,"[159, 162]"
Sentence: 1,pigs,O,"[164, 167]"
Sentence: 1,at,O,"[169, 170]"
Sentence: 1,111,O,"[172, 174]"
Sentence: 1,d,O,"[176, 176]"
Sentence: 1,of,O,"[178, 179]"
Sentence: 1,age,O,"[181, 183]"
Sentence: 1,(,O,"[185, 185]"
Sentence: 1,111,O,"[186, 188]"
Sentence: 1,kg,O,"[190, 191]"
Sentence: 1,BW,O,"[193, 194]"
Sentence: 1,),O,"[195, 195]"
Sentence: 1,and,O,"[197, 199]"
Sentence: 1,111,O,"[201, 203]"
Sentence: 1,d,O,"[205, 205]"
Sentence: 1,of,O,"[207, 208]"
Sentence: 1,age,O,"[210, 212]"
Sentence: 1,(,O,"[214, 214]"
Sentence: 1,111,O,"[215, 217]"
Sentence: 1,kg,O,"[219, 220]"
Sentence: 1,BW,O,"[222, 223]"
Sentence: 1,),O,"[224, 224]"
Sentence: 1,",",O,"[225, 225]"
Sentence: 1,to,O,"[227, 228]"
Sentence: 1,estimate,O,"[230, 237]"
Sentence: 1,genetic,O,"[239, 245]"
Sentence: 1,parameters,O,"[247, 256]"
Sentence: 1,and,O,"[258, 260]"
Sentence: 1,to,O,"[262, 263]"
Sentence: 1,investigate,O,"[265, 275]"
Sentence: 1,the,O,"[277, 279]"
Sentence: 1,genetic,O,"[281, 287]"
Sentence: 1,relationships,O,"[289, 301]"
Sentence: 1,for,O,"[303, 305]"
Sentence: 1,AND,O,"[307, 309]"
Sentence: 1,",",O,"[310, 310]"
Sentence: 1,SKA,O,"[312, 314]"
Sentence: 1,",",O,"[315, 315]"
Sentence: 1,IND,O,"[317, 319]"
Sentence: 1,",",O,"[320, 320]"
Sentence: 1,and,O,"[322, 324]"
Sentence: 1,growth,O,"[326, 331]"
Sentence: 1,traits,O,"[333, 338]"
Sentence: 1,.,O,"[339, 339]"
